loan_id,customer_id,loan_type,loan_amount,interest_rate,loan_term_months,loan_status,loan_date
453,7409,Home Loan,339126,16.14,120,Active,2021-06-16
454,14620,Home Loan,796985,17.8,12,Default,2023-09-23
455,5305,Personal Loan,403578,6.21,84,Active,2024-01-06
456,10619,Auto Loan,31581,5.76,180,Default,2021-12-23
457,7414,Personal Loan,241596,12.88,36,Closed,2021-09-28
458,16490,Personal Loan,42302,9.22,24,Active,2021-01-23
459,1046,Home Loan,9264,16.56,48,Active,2025-02-10
460,13160,Personal Loan,102335,16.51,24,Default,2024-09-23
461,12562,Personal Loan,100651,18.2,12,Active,2025-03-26
462,4409,Auto Loan,132381,8.45,84,Active,2023-10-22
463,3841,Home Loan,588008,6.32,84,Closed,2021-05-22
464,10074,Auto Loan,739680,17.13,12,Active,2022-01-17
465,7293,Auto Loan,465932,14.36,36,Active,2022-08-27
466,19127,Auto Loan,303421,17.26,180,Active,2021-08-24
467,10258,Personal Loan,53679,15.45,60,Active,2021-02-02
468,6542,Home Loan,633124,12.495000000000001,24,Default,2023-08-29
469,16204,Home Loan,367283,10.44,120,Closed,2023-08-15
470,17760,Business Loan,692250,12.48,24,Active,2021-01-20
471,16306,Business Loan,383695,11.24,24,Active,2023-09-29
472,18287,Home Loan,410814,12.6,36,Closed,2022-07-13
473,4513,Personal Loan,50854,16.89,24,Closed,2023-12-03
474,5584,Home Loan,440169,9.84,36,Active,2024-03-01
475,10052,Personal Loan,713969,8.43,36,Closed,2022-04-25
476,15286,Education Loan,317643,5.73,36,Closed,2021-05-15
477,12595,Personal Loan,719740,10.16,36,Active,2022-02-20
478,632,Business Loan,554205,6.52,60,Default,2025-09-07
479,4770,Business Loan,730308,15.36,36,Active,2024-08-26
480,18218,Home Loan,550246,6.16,24,Closed,2022-09-03
481,12908,Personal Loan,764977,14.17,60,Active,2021-03-21
482,13295,Education Loan,112186,15.88,12,Default,2025-11-25
483,7521,Auto Loan,319321,7.24,36,Active,2022-11-06
484,10736,Home Loan,387105,15.38,240,Active,2024-06-25
485,9605,Business Loan,296504,15.14,60,Active,2022-07-09
486,4129,Auto Loan,95974,9.25,24,Closed,2021-05-06
487,7253,Home Loan,799535,9.72,84,Closed,2023-05-20
488,18216,Personal Loan,491739,18.22,84,Closed,2021-05-14
489,18595,Home Loan,540677,8.96,24,Active,2025-08-29
490,12999,Auto Loan,58277,11.995000000000001,36,Active,2021-08-18
491,11784,Home Loan,762200,9.91,12,Closed,2025-10-25
492,13866,Personal Loan,622092,16.35,180,Default,2025-09-02
493,4101,Personal Loan,726757,8.41,180,Active,2024-05-15
494,216,Business Loan,176265,9.81,48,Closed,2025-04-06
495,14582,Business Loan,721446,11.83,48,Closed,2025-10-26
496,6102,Education Loan,722981,11.4,48,Closed,2024-11-08
497,5036,Auto Loan,495649,16.59,36,Active,2023-09-05
498,11902,Business Loan,540733,11.96,24,Active,2023-10-07
499,3789,Home Loan,466064,12.31,12,Active,2023-12-16
500,2774,Education Loan,669845,15.1,84,Default,2022-04-27
501,602,Auto Loan,789212,13.9,84,Closed,2021-01-16
502,13377,Auto Loan,280998,15.54,120,Active,2021-07-03
503,18257,Personal Loan,658831,8.35,24,Active,2025-04-10
504,16562,Auto Loan,381247,12.28,84,Default,2023-07-09
505,17076,Home Loan,618822,12.63,84,Active,2023-02-26
506,5771,Personal Loan,758563,17.99,180,Closed,2024-09-10
507,18462,Business Loan,67804,12.094999999999999,60,Active,2021-05-29
508,5806,Auto Loan,478952,16.52,36,Default,2025-02-05
509,18319,Auto Loan,469022,17.08,48,Active,2024-12-08
510,12119,Home Loan,509398,12.18,48,Active,2021-07-19
511,15756,Education Loan,356837,12.45,60,Active,2024-11-02
512,3675,Business Loan,353054,12.004999999999999,48,Active,2025-02-17
513,18438,Home Loan,477817,10.89,240,Active,2025-06-04
514,18437,Personal Loan,47278,7.42,84,Default,2024-07-27
515,13230,Auto Loan,153456,14.82,12,Default,2023-03-29
516,5559,Business Loan,718621,6.9,60,Closed,2021-05-16
517,12352,Personal Loan,258395,9.15,240,Default,2024-02-28
518,14470,Personal Loan,524201,12.245000000000001,48,Closed,2022-01-25
519,17422,Home Loan,359902,8.29,180,Active,2024-08-24
520,12852,Personal Loan,310413,13.4,240,Closed,2021-02-09
521,13490,Personal Loan,7746,6.77,180,Active,2021-06-01
522,3345,Business Loan,209931,6.62,12,Active,2025-01-31
523,17064,Personal Loan,590855,17.53,240,Closed,2024-01-16
524,11231,Home Loan,600819,16.4,48,Active,2025-01-22
525,7242,Business Loan,402001,8.05,48,Closed,2021-10-31
526,5681,Personal Loan,295443,9.41,60,Default,2023-12-19
527,19653,Education Loan,151682,13.22,120,Active,2024-10-10
528,3281,Business Loan,780511,17.46,12,Active,2025-02-25
529,3103,Education Loan,603276,16.12,36,Active,2021-07-23
530,8377,Business Loan,719437,7.4,240,Active,2025-07-18
531,14444,Personal Loan,748394,11.48,36,Active,2024-02-26
532,14031,Home Loan,328096,17.23,120,Closed,2022-11-07
533,18863,Business Loan,541678,16.59,120,Active,2025-07-02
534,10828,Personal Loan,281154,15.48,120,Closed,2022-02-28
535,15969,Education Loan,469399,16.77,12,Closed,2023-05-07
536,17340,Personal Loan,585518,17.02,180,Active,2024-10-19
537,12154,Education Loan,380483,8.3,84,Closed,2022-11-08
538,7774,Home Loan,6843,12.495000000000001,180,Active,2025-11-14
539,3350,Home Loan,365783,6.86,240,Closed,2025-07-15
540,1787,Business Loan,296560,17.45,36,Active,2024-10-06
541,17108,Personal Loan,655178,14.51,240,Active,2025-12-12
542,6009,Personal Loan,759770,5.72,36,Active,2023-01-05
543,6720,Business Loan,496177,5.78,48,Closed,2023-11-04
544,2042,Business Loan,723013,5.64,24,Closed,2023-03-11
545,8604,Auto Loan,782164,16.02,24,Active,2024-08-03
546,16899,Personal Loan,52871,7.15,240,Closed,2024-06-10
547,1123,Business Loan,42606,7.7,24,Active,2021-02-15
548,9662,Home Loan,608243,10.99,48,Closed,2024-08-20
549,18879,Auto Loan,484784,17.56,240,Active,2023-10-20
550,3603,Education Loan,784964,16.04,120,Active,2023-07-21
551,17286,Auto Loan,683265,16.57,12,Closed,2023-09-19
552,16173,Auto Loan,639608,15.36,36,Active,2022-03-07
553,9711,Education Loan,489785,6.51,36,Active,2021-03-16
554,3150,Home Loan,182987,12.96,48,Active,2022-04-04
555,1217,Personal Loan,637806,6.57,36,Active,2024-03-31
556,14774,Home Loan,420928,7.42,12,Active,2023-04-05
557,10621,Home Loan,710720,11.99,240,Active,2022-05-13
558,10998,Education Loan,519238,8.92,48,Active,2025-05-05
559,5966,Education Loan,299562,12.28,48,Active,2023-02-26
560,9958,Home Loan,609581,17.2,48,Closed,2023-12-28
561,16976,Personal Loan,365617,15.74,240,Closed,2025-11-13
562,10160,Home Loan,379761,8.95,60,Active,2022-06-19
563,14230,Personal Loan,677118,7.46,48,Closed,2023-08-21
564,4274,Home Loan,24881,16.55,12,Active,2024-01-29
565,4018,Personal Loan,473504,7.29,48,Active,2023-04-07
566,6758,Personal Loan,90946,11.95,240,Closed,2022-03-02
567,13513,Education Loan,192676,6.9,12,Active,2022-04-05
568,14671,Personal Loan,279949,12.06,36,Active,2025-05-02
569,12468,Business Loan,122005,9.39,240,Active,2022-02-02
570,14638,Home Loan,54114,12.92,240,Active,2022-03-06
571,12366,Personal Loan,322355,18.02,240,Closed,2021-05-22
572,2697,Business Loan,528951,7.45,24,Active,2021-03-07
573,8609,Home Loan,497834,12.73,120,Active,2023-11-10
574,5887,Education Loan,339329,7.18,240,Active,2025-04-03
575,5883,Home Loan,203725,11.24,84,Active,2023-05-20
576,295,Business Loan,479935,13.94,12,Active,2025-10-27
577,965,Education Loan,771727,10.83,48,Default,2021-03-24
578,8914,Auto Loan,126501,11.11,120,Active,2022-05-04
579,17777,Business Loan,680995,13.29,120,Closed,2023-08-01
580,338,Personal Loan,369570,16.35,48,Closed,2024-03-12
581,3514,Home Loan,262150,8.19,180,Closed,2021-07-19
582,18764,Personal Loan,521652,17.64,36,Active,2023-01-20
583,17216,Personal Loan,522984,18.07,60,Closed,2024-05-24
584,8809,Personal Loan,572641,15.45,180,Active,2025-06-19
585,245,Business Loan,460544,16.63,48,Active,2025-04-25
586,1801,Personal Loan,791319,15.09,240,Active,2025-05-11
587,689,Personal Loan,438933,14.9,48,Closed,2025-01-15
588,7574,Personal Loan,313723,15.64,180,Closed,2025-05-22
589,12290,Home Loan,184518,6.58,36,Active,2025-11-27
590,17063,Home Loan,276547,16.43,12,Active,2024-02-18
591,3001,Auto Loan,263747,8.46,36,Active,2022-06-19
592,19312,Personal Loan,84666,12.18,48,Active,2021-05-21
593,6351,Personal Loan,676680,17.54,84,Active,2021-07-15
594,1342,Business Loan,730075,10.94,180,Active,2024-07-26
595,14445,Education Loan,289541,13.28,24,Closed,2021-11-15
596,2351,Personal Loan,166581,14.0,120,Default,2023-01-30
597,8887,Education Loan,185606,18.25,180,Active,2022-09-01
598,12443,Business Loan,483943,10.6,24,Default,2025-02-08
599,14289,Home Loan,455837,8.22,48,Closed,2025-08-30
600,13727,Business Loan,631199,10.41,60,Active,2024-01-29
601,858,Personal Loan,143738,11.66,240,Active,2023-03-15
602,6176,Auto Loan,101226,18.17,48,Active,2024-05-19
603,1046,Auto Loan,271049,17.34,60,Active,2024-12-04
604,988,Auto Loan,594189,13.39,36,Default,2023-11-12
605,18922,Business Loan,608008,6.94,24,Default,2025-06-05
606,5167,Auto Loan,725036,12.47,24,Active,2024-01-05
607,19396,Home Loan,105830,17.73,12,Active,2022-12-04
608,3536,Auto Loan,62728,10.58,36,Active,2021-02-27
609,15531,Personal Loan,366452,5.79,60,Active,2024-07-13
610,11607,Business Loan,744480,14.44,12,Closed,2024-03-13
611,9641,Personal Loan,513465,13.88,12,Default,2023-04-23
612,18916,Home Loan,277824,9.17,24,Default,2022-01-28
613,6379,Home Loan,350457,17.52,24,Closed,2025-06-18
614,6507,Business Loan,407939,8.28,12,Closed,2025-06-30
615,17923,Business Loan,335561,18.12,60,Active,2022-02-20
616,16193,Home Loan,323120,15.13,120,Active,2025-08-07
617,16144,Personal Loan,115042,17.42,240,Active,2022-07-24
618,3521,Personal Loan,195085,12.29,60,Active,2021-12-01
619,19541,Education Loan,639192,13.06,84,Active,2023-09-23
620,13630,Personal Loan,695091,11.76,12,Active,2021-02-07
621,1794,Personal Loan,313163,13.87,84,Active,2025-01-14
622,14225,Personal Loan,502317,15.46,120,Closed,2025-10-13
623,7357,Personal Loan,304919,6.63,84,Closed,2024-04-14
624,6652,Auto Loan,776881,7.56,48,Default,2023-10-08
625,13653,Business Loan,216539,11.09,180,Active,2023-12-20
626,12604,Personal Loan,511041,12.245000000000001,120,Closed,2023-01-05
627,8214,Personal Loan,65515,16.36,24,Active,2025-07-05
628,13206,Home Loan,556543,17.26,240,Active,2023-12-23
629,5525,Home Loan,136580,11.79,180,Closed,2022-12-26
630,13325,Business Loan,635005,8.93,12,Closed,2023-05-18
631,2285,Home Loan,278710,13.78,84,Closed,2022-08-01
632,9926,Home Loan,356452,11.99,24,Active,2025-12-01
633,19071,Home Loan,348488,8.04,60,Default,2025-02-08
634,12332,Personal Loan,488577,10.17,12,Active,2022-03-05
635,8095,Personal Loan,625435,14.51,12,Active,2024-07-25
636,8473,Personal Loan,59716,17.18,12,Closed,2025-10-10
637,17463,Business Loan,717105,11.59,84,Active,2024-10-04
638,14064,Home Loan,526646,6.3,12,Closed,2021-09-27
639,5923,Home Loan,550734,10.09,60,Active,2025-01-04
640,17228,Personal Loan,362301,11.745000000000001,120,Active,2025-11-15
641,3152,Home Loan,590279,17.11,84,Active,2021-06-02
642,19785,Auto Loan,632473,10.46,84,Active,2025-08-03
643,15053,Education Loan,200836,7.47,60,Active,2023-02-13
644,11610,Auto Loan,301826,14.02,240,Active,2025-10-23
645,3575,Personal Loan,441851,9.78,48,Closed,2022-11-25
646,11663,Education Loan,697484,9.6,240,Active,2022-09-20
647,11057,Personal Loan,6199,13.89,36,Active,2023-12-17
648,19146,Education Loan,170175,14.93,12,Active,2023-04-18
649,9260,Business Loan,755082,10.92,84,Default,2021-07-30
650,7718,Personal Loan,639510,11.42,24,Active,2022-07-09
651,14448,Personal Loan,113811,16.86,12,Active,2023-09-12
652,14604,Home Loan,393769,10.27,84,Active,2024-03-30
653,1340,Home Loan,568074,9.51,48,Active,2025-01-17
654,9430,Auto Loan,281472,14.6,84,Default,2021-04-30
655,5030,Auto Loan,301007,12.91,60,Active,2025-03-16
656,18212,Personal Loan,442034,7.09,120,Default,2022-05-29
657,6725,Education Loan,206211,12.3,24,Active,2024-05-29
658,17860,Home Loan,521666,14.77,24,Closed,2024-03-08
659,7258,Home Loan,535322,17.34,24,Active,2024-01-03
660,5291,Home Loan,650284,9.39,60,Active,2022-09-08
661,1371,Personal Loan,295655,13.28,180,Active,2024-05-20
662,18552,Home Loan,542110,8.7,120,Active,2025-06-06
663,13930,Education Loan,343448,12.61,60,Closed,2025-01-23
664,8690,Auto Loan,606791,16.86,24,Active,2023-11-09
665,11581,Business Loan,47702,17.11,12,Closed,2023-08-18
666,5325,Auto Loan,525089,18.36,180,Default,2025-10-22
667,9868,Home Loan,731555,18.28,60,Active,2023-07-03
668,18792,Personal Loan,416881,12.28,48,Closed,2022-08-25
669,3876,Personal Loan,537666,9.53,120,Closed,2025-10-02
670,4035,Personal Loan,66866,17.56,84,Active,2023-09-23
671,19268,Business Loan,442562,8.61,180,Closed,2024-12-14
672,18217,Education Loan,458134,10.53,240,Active,2023-01-13
673,10908,Home Loan,345466,18.47,120,Active,2025-01-02
674,7656,Home Loan,35037,8.77,24,Closed,2025-06-12
675,18351,Business Loan,408560,13.64,24,Default,2024-04-03
676,1464,Personal Loan,446234,7.83,24,Active,2021-12-29
677,19408,Home Loan,597249,8.14,48,Active,2025-04-21
678,17126,Education Loan,769130,6.85,24,Default,2021-01-23
679,11549,Auto Loan,5986,6.11,84,Active,2024-12-16
680,9231,Business Loan,333054,15.99,60,Default,2023-03-19
681,12763,Education Loan,695359,16.66,36,Closed,2024-10-19
682,284,Personal Loan,124731,6.01,36,Active,2021-12-10
683,2766,Personal Loan,213205,15.15,60,Closed,2022-05-28
684,19492,Personal Loan,213828,7.62,84,Active,2024-06-04
685,5807,Home Loan,460069,9.91,240,Closed,2022-09-18
686,2230,Business Loan,153289,6.68,12,Active,2022-08-08
687,9609,Business Loan,197623,8.85,48,Active,2024-12-16
688,10460,Personal Loan,507774,12.17,24,Active,2021-02-22
689,7950,Education Loan,193661,17.94,120,Active,2025-10-01
690,12670,Business Loan,344921,12.0,24,Active,2023-07-03
691,13760,Home Loan,387669,17.06,180,Closed,2021-06-18
692,19513,Personal Loan,483805,6.21,24,Active,2023-11-11
693,6733,Personal Loan,104083,11.59,48,Active,2024-06-10
694,6072,Personal Loan,180690,6.41,24,Active,2025-02-23
695,179,Business Loan,51943,9.28,60,Closed,2022-06-30
696,4023,Home Loan,348780,6.13,60,Active,2023-07-08
697,7013,Personal Loan,400798,10.27,12,Closed,2025-03-24
698,13095,Auto Loan,145261,11.06,36,Closed,2024-05-18
699,14655,Education Loan,107641,9.96,84,Active,2025-03-20
700,18749,Home Loan,791921,13.51,12,Active,2021-02-24
701,16707,Home Loan,126877,12.39,48,Active,2025-08-21
702,8007,Home Loan,59937,12.495000000000001,240,Active,2025-06-22
703,16398,Personal Loan,548686,8.28,12,Closed,2025-05-13
704,8438,Personal Loan,217527,11.57,84,Active,2025-09-14
705,1701,Auto Loan,585188,8.68,12,Active,2024-07-27
706,18032,Business Loan,430183,12.92,24,Closed,2021-12-26
707,10463,Home Loan,721050,18.32,84,Closed,2025-03-09
708,11521,Personal Loan,517761,5.71,60,Active,2025-12-28
709,14063,Personal Loan,363667,10.46,60,Closed,2022-12-05
710,7390,Business Loan,420483,15.43,48,Active,2024-01-26
711,11950,Personal Loan,626352,9.01,36,Active,2024-02-15
712,8667,Home Loan,713965,11.83,120,Active,2022-04-04
713,16336,Business Loan,631367,8.52,84,Active,2022-07-07
714,5205,Business Loan,412659,14.53,240,Closed,2024-02-15
715,1784,Home Loan,589798,7.09,36,Active,2022-04-10
716,11332,Business Loan,155696,15.62,240,Active,2022-06-17
717,8386,Education Loan,178485,11.85,84,Closed,2022-05-08
718,12935,Personal Loan,26084,7.97,48,Active,2024-04-04
719,2149,Personal Loan,765511,12.2,36,Active,2023-06-03
720,13383,Home Loan,86183,12.18,24,Active,2021-10-19
721,18636,Home Loan,364165,16.45,48,Default,2022-09-16
722,897,Home Loan,585059,18.3,180,Active,2022-09-15
723,18563,Home Loan,690387,9.79,84,Active,2024-09-28
724,5121,Auto Loan,391169,18.28,240,Active,2021-04-05
725,18467,Home Loan,221275,10.61,180,Active,2025-03-02
726,8976,Home Loan,589580,12.32,24,Active,2025-10-01
727,12787,Home Loan,434853,13.86,24,Active,2024-03-24
728,11400,Auto Loan,441848,11.995000000000001,180,Closed,2024-09-12
729,3333,Home Loan,523515,16.18,120,Closed,2021-11-24
730,9503,Home Loan,110319,15.11,84,Active,2022-04-18
731,13402,Business Loan,207610,9.34,60,Active,2024-01-02
732,9473,Home Loan,711570,12.53,24,Active,2025-12-10
733,3799,Auto Loan,502853,15.4,48,Active,2023-06-23
734,4493,Business Loan,716280,13.07,12,Active,2024-04-19
735,5664,Home Loan,201098,7.98,12,Closed,2022-08-26
736,3525,Personal Loan,276460,13.11,60,Closed,2022-07-04
737,11571,Personal Loan,604204,12.19,180,Closed,2022-10-13
738,19548,Education Loan,83250,12.46,84,Active,2024-03-13
739,9607,Business Loan,727091,14.36,36,Active,2023-04-11
740,19514,Home Loan,620047,11.59,12,Active,2024-01-25
741,3533,Personal Loan,61674,14.55,36,Active,2022-07-23
742,11117,Personal Loan,780240,10.89,180,Active,2021-12-18
743,520,Business Loan,633848,10.77,12,Closed,2021-12-04
744,10522,Education Loan,204807,13.58,180,Active,2021-01-30
745,15890,Business Loan,654502,16.62,24,Active,2024-01-23
746,4910,Home Loan,617858,15.78,60,Closed,2025-10-08
747,7037,Home Loan,545023,14.19,120,Active,2022-06-16
748,1666,Business Loan,462860,15.38,120,Active,2024-11-23
749,10219,Personal Loan,276769,9.76,12,Default,2021-11-10
750,19887,Auto Loan,611971,13.2,60,Closed,2022-10-22
751,11754,Home Loan,471308,9.63,60,Active,2022-07-18
752,11825,Personal Loan,139413,15.7,36,Active,2023-04-01
753,8634,Business Loan,751813,7.88,24,Default,2024-05-30
754,19208,Auto Loan,419039,5.69,48,Active,2024-07-14
755,5398,Personal Loan,590685,15.08,36,Active,2024-12-27
756,16994,Business Loan,50415,6.31,24,Closed,2024-07-27
757,6624,Home Loan,495204,10.45,12,Active,2022-07-21
758,17095,Personal Loan,484476,13.57,48,Default,2021-12-10
759,10213,Personal Loan,436182,18.38,48,Closed,2022-02-25
760,997,Home Loan,625830,11.57,36,Active,2023-02-15
761,9185,Home Loan,697836,14.91,36,Active,2025-05-28
762,7891,Auto Loan,211564,16.63,240,Closed,2024-08-17
763,7555,Auto Loan,263920,16.04,12,Closed,2022-05-30
764,14623,Business Loan,152094,16.93,180,Closed,2024-01-24
765,8648,Personal Loan,201253,12.67,120,Active,2023-04-11
766,8992,Personal Loan,217075,18.42,240,Active,2022-02-09
767,10375,Personal Loan,709770,17.07,48,Active,2025-10-21
768,17605,Auto Loan,68512,9.81,24,Active,2022-08-12
769,4181,Personal Loan,17454,11.81,24,Active,2021-11-03
770,9002,Auto Loan,173016,10.78,180,Active,2024-10-29
771,18240,Home Loan,137119,13.93,60,Closed,2021-10-01
772,3820,Auto Loan,476501,13.78,60,Active,2022-08-14
773,16377,Personal Loan,329276,7.18,24,Active,2024-04-30
774,5680,Personal Loan,396952,14.69,120,Closed,2022-09-14
775,9233,Auto Loan,231732,7.71,240,Active,2025-05-17
776,11925,Home Loan,442611,10.94,36,Closed,2021-02-02
777,3343,Personal Loan,619669,8.55,120,Active,2021-12-08
778,538,Business Loan,252686,16.36,12,Closed,2024-12-03
779,10145,Home Loan,96378,15.17,84,Default,2025-12-13
780,6243,Home Loan,309228,16.33,180,Active,2024-03-26
781,9356,Home Loan,306856,12.36,120,Active,2025-07-06
782,508,Home Loan,744500,7.8,180,Active,2021-02-12
783,1994,Business Loan,358071,12.01,24,Default,2024-11-11
784,7113,Business Loan,588604,16.88,36,Active,2024-12-29
785,18274,Personal Loan,468152,16.78,84,Closed,2022-08-29
786,7381,Education Loan,388184,7.74,84,Closed,2021-12-27
787,9133,Personal Loan,752556,13.41,24,Active,2021-10-19
788,14727,Personal Loan,67211,11.895,12,Active,2022-12-13
789,17087,Personal Loan,88618,13.86,48,Closed,2023-09-13
790,9756,Personal Loan,514236,6.36,12,Active,2024-01-13
